gene_symbol	Ensembl_ID	length	R20240001_01_EKRN240009369-1A_22375FLT4_L6	R20240001_03_EKRN240009371-1A_22375FLT4_L6	R20240001_04_EKRN240009372-1A_22375FLT4_L6	R20240001_02_EKRN240009370-1A_22375FLT4_L6
	ENSG00000287239	817	0	0	0	0
PCDH7	ENSG00000169851	12249	6	0	12	7
	ENSG00000250064	712	0	0	0	0
	ENSG00000248237	582	0	0	0	0
TMPRSS11D	ENSG00000153802	3264	2	5	1	0
FAM86MP	ENSG00000186234	885	0	0	0	0
	ENSG00000272862	497	2	6	8	1
CCDC96	ENSG00000173013	2153	1	0	4	4
ADH1B	ENSG00000196616	10770	0	0	0	0
CLRN2	ENSG00000249581	823	0	0	0	0
	ENSG00000250642	438	0	0	0	0
PPP2R2C	ENSG00000074211	9366	106	70	110	128
	ENSG00000253170	525	0	0	0	0
UGT2B28	ENSG00000135226	1857	0	0	0	0
MTND1P19	ENSG00000251449	315	0	0	0	0
HMGA1P2	ENSG00000248641	324	9	0	15	24
	ENSG00000251424	156	0	0	0	0
	ENSG00000248419	400	0	0	0	0
PACRGL	ENSG00000163138	8232	707	969	623	797
	ENSG00000270480	732	2	0	5	0
UGT2B7	ENSG00000171234	2260	0	0	0	0
	ENSG00000287174	1038	0	0	0	0
SLC30A9	ENSG00000014824	7199	3744	6093	3748	4197
LINC02619	ENSG00000249382	1388	0	0	0	0
GSX2	ENSG00000180613	1787	1	4	2	4
	ENSG00000279013	2018	0	0	0	0
	ENSG00000248926	781	0	0	0	0
	ENSG00000251529	491	0	0	0	0
TMSB4XP8	ENSG00000187653	135	132	362	201	251
MTND5P4	ENSG00000251212	288	0	0	0	0
MTCO3P39	ENSG00000268736	518	0	0	2	0
	ENSG00000248725	756	0	0	0	0
	ENSG00000287375	529	0	0	0	0
ADH6	ENSG00000172955	4401	2	0	7	4
PDCL2	ENSG00000163440	900	1	0	0	0
	ENSG00000249019	287	0	0	1	0
ADAMTS3	ENSG00000156140	7007	1	0	1	0
SLC9B2	ENSG00000164038	8611	527	759	613	711
	ENSG00000224218	110	0	0	0	0
MTND5P13	ENSG00000250169	1079	0	0	0	0
FTLP10	ENSG00000250426	1501	0	0	0	0
LINC01217	ENSG00000251219	3058	0	0	0	0
TADA2B	ENSG00000173011	5795	962	538	878	1108
	ENSG00000250696	3025	0	0	0	0
	ENSG00000286490	922	0	0	0	0
	ENSG00000250775	1390	0	0	0	0
RPL35AP11	ENSG00000241103	331	0	0	0	0
	ENSG00000250815	640	0	0	0	0
	ENSG00000248447	1384	0	0	0	0
GRID2	ENSG00000152208	10617	5	53	19	24
ATP5F1EP1	ENSG00000250922	156	0	0	0	0
	ENSG00000248373	1954	0	0	0	0
PARM1	ENSG00000169116	5034	114	121	192	135
	ENSG00000268803	728	0	0	0	0
TACR3	ENSG00000169836	5359	0	0	0	1
GSTCD-AS1	ENSG00000251175	826	2	0	4	7
	ENSG00000272856	491	0	0	0	0
PHOX2B-AS1	ENSG00000250467	907	792	1403	1146	1131
	ENSG00000213851	897	0	0	0	0
PRKG2-AS1	ENSG00000251059	867	2	0	0	0
CDS1	ENSG00000163624	4309	1	0	2	8
	ENSG00000196472	713	0	0	0	0
	ENSG00000270228	2046	4	3	3	6
MRPS33P2	ENSG00000249649	322	0	0	0	0
	ENSG00000250740	584	0	0	1	0
PABPC1P7	ENSG00000250651	1513	2	0	2	0
	ENSG00000268209	728	0	0	0	0
	ENSG00000248831	866	0	0	0	0
	ENSG00000286664	548	0	0	0	0
	ENSG00000173966	675	0	0	0	0
BANK1	ENSG00000153064	6144	0	7	0	0
TMPRSS11GP	ENSG00000229009	1269	0	0	0	0
MMRN1	ENSG00000138722	5510	2	0	1	1
IGBP1P5	ENSG00000250858	1000	0	0	0	0
DDX3P3	ENSG00000251571	1994	0	0	0	0
	ENSG00000272304	552	0	0	0	0
	ENSG00000286147	4893	0	0	0	0
GPAT3	ENSG00000138678	3623	0	0	0	0
HNRNPA1P56	ENSG00000248640	954	1	0	1	0
	ENSG00000250735	800	0	0	0	0
	ENSG00000249257	408	0	0	0	0
	ENSG00000249392	558	0	0	0	0
	ENSG00000263923	622	0	0	0	0
THAP6	ENSG00000174796	7127	348	585	362	394
CHIC2	ENSG00000109220	1233	372	343	318	426
LINC01216	ENSG00000250223	824	0	0	0	0
CISD2	ENSG00000145354	6352	1481	4533	1435	1726
MTND5P5	ENSG00000251149	376	0	0	0	0
H2AZ1	ENSG00000164032	2270	16112	21385	16224	18228
	ENSG00000248583	670	4	0	1	10
ALG1L3P	ENSG00000251087	765	0	0	0	1
	ENSG00000248627	349	0	0	0	0
MRPL1	ENSG00000169288	1628	976	2095	940	1056
TBCK	ENSG00000145348	10829	653	957	618	762
	ENSG00000248242	575	0	0	0	0
EEF1A1P9	ENSG00000249264	1383	15	4	15	19
PAPSS1	ENSG00000138801	3260	7125	9365	7910	8638
LINC01218	ENSG00000251636	481	0	0	0	0
KRT19P6	ENSG00000249891	209	0	0	0	0
	ENSG00000270842	360	0	0	2	0
RACK1P3	ENSG00000249239	933	0	0	0	0
	ENSG00000282278	2550	0	0	0	0
LINC02264	ENSG00000229565	931	0	0	0	0
	ENSG00000250920	2272	0	0	0	0
	ENSG00000251170	1632	0	0	0	0
	ENSG00000251588	2827	0	0	0	0
UGT2B4	ENSG00000156096	2506	0	0	0	0
COPS4	ENSG00000138663	3566	1468	2162	1493	1738
MTND4LP31	ENSG00000248259	294	0	0	0	0
COL25A1-DT	ENSG00000246774	1951	0	0	0	0
	ENSG00000251081	557	0	0	0	0
LINC02503	ENSG00000249614	1432	0	0	0	0
DYNLL1P6	ENSG00000248820	264	0	0	0	0
PGAM4P2	ENSG00000248488	721	0	0	0	0
	ENSG00000248984	270	0	0	0	1
SHROOM3-AS1	ENSG00000233860	4347	0	0	2	0
DKK2	ENSG00000155011	4335	2	0	0	1
	ENSG00000248778	1045	0	0	0	0
HMGB1P28	ENSG00000249745	552	3	20	7	11
	ENSG00000286291	625	0	0	0	0
LINC01378	ENSG00000236922	5863	0	10	0	0
CXCL8	ENSG00000169429	2239	0	0	0	0
TMPRSS11BNL	ENSG00000250026	4338	0	0	0	0
ARHGEF38	ENSG00000236699	7580	5	5	2	8
EREG	ENSG00000124882	5713	0	0	0	0
	ENSG00000249635	3526	1	15	6	0
BTC	ENSG00000174808	2653	0	0	0	0
BDH2	ENSG00000164039	5213	593	864	466	590
TACR3-AS1	ENSG00000251577	927	1	0	0	0
UGT8	ENSG00000174607	4385	1398	2509	1532	1584
ADH1C	ENSG00000248144	1574	0	0	0	0
ACTN4P1	ENSG00000213493	1451	0	0	1	2
LINC01365	ENSG00000250772	741	0	0	0	0
GSTCD	ENSG00000138780	6292	942	1311	855	1090
MRPS33P3	ENSG00000251308	322	0	0	0	0
CXCL6	ENSG00000124875	2040	0	0	0	0
	ENSG00000253825	474	0	7	1	6
TRMT112P1	ENSG00000250272	351	0	0	0	0
EGF	ENSG00000138798	7628	0	0	0	0
PIMREGP2	ENSG00000216425	802	0	0	0	0
TRAM1L1	ENSG00000174599	2023	164	199	149	188
	ENSG00000286637	3352	0	0	0	0
NDUFS5P5	ENSG00000230671	321	0	0	0	0
	ENSG00000250670	547	0	0	0	0
AFP	ENSG00000081051	3201	6	0	16	16
	ENSG00000250522	572	0	0	0	0
	ENSG00000249171	791	0	0	0	0
	ENSG00000244470	838	0	0	0	0
	ENSG00000249985	117	0	0	0	0
METTL14	ENSG00000145388	6838	1060	1261	1042	1218
ACTR3BP4	ENSG00000249283	1244	0	0	0	0
	ENSG00000251339	2929	0	0	0	0
	ENSG00000251309	603	0	0	0	0
SETP20	ENSG00000225094	852	0	12	0	2
METTL14-DT	ENSG00000281731	7527	11	10	12	14
PPA2	ENSG00000138777	4640	1534	1716	1442	1663
	ENSG00000250950	573	3	0	0	2
FAM177A1P1	ENSG00000214886	473	1	0	0	0
CXXC4	ENSG00000168772	5823	115	297	150	187
FKBP4P1	ENSG00000251463	1347	1	2	3	2
	ENSG00000251438	541	0	0	0	0
TUBB4BP5	ENSG00000224062	427	0	0	0	0
WDFY3-AS2	ENSG00000180769	9357	84	328	151	121
TTC39CP1	ENSG00000250627	755	0	0	0	0
UBA6	ENSG00000033178	11408	1799	3553	1743	2020
RCC2P8	ENSG00000250185	1035	0	0	0	0
RPSAP35	ENSG00000237684	818	0	0	0	0
RBMXP4	ENSG00000249465	1134	1	1	1	1
NDNF	ENSG00000173376	3573	336	363	496	450
STPG2	ENSG00000163116	6076	0	0	0	0
LTV1P1	ENSG00000250219	1237	0	0	0	0
	ENSG00000269506	1614	1	16	0	4
KRT18P21	ENSG00000250363	1272	0	0	0	0
	ENSG00000287520	4242	0	0	0	0
	ENSG00000271302	436	0	0	0	0
	ENSG00000248750	445	0	0	0	0
CXXC4-AS1	ENSG00000245384	10262	0	11	0	1
PARM1-AS1	ENSG00000249717	3341	2	0	2	0
NT5C3AP1	ENSG00000213492	1663	11	21	18	21
ARHGEF38-IT1	ENSG00000249885	456	0	0	0	0
	ENSG00000249259	2414	0	0	0	0
TMPRSS11CP	ENSG00000232398	683	0	2	0	0
IFITM3P1	ENSG00000236562	385	0	0	0	0
CICP16	ENSG00000248213	2813	77	0	68	104
	ENSG00000250149	1434	0	0	0	0
ETNPPL	ENSG00000164089	2942	0	0	1	0
SLC9B1	ENSG00000164037	2957	16	8	21	26
LNX1-AS2	ENSG00000248494	887	0	0	0	0
	ENSG00000249002	370	0	0	0	0
	ENSG00000286269	5878	1	0	2	5
UGT2A3	ENSG00000135220	3075	0	0	0	0
TNIP3	ENSG00000050730	3749	0	0	0	0
SEC24B	ENSG00000138802	5219	1378	1834	1298	1499
PCNAP1	ENSG00000249065	1132	0	0	0	0
RPF2P2	ENSG00000250693	896	0	0	0	0
UGT2B25P	ENSG00000215110	1586	0	0	0	0
SEC31A	ENSG00000138674	9297	4904	4347	4586	5668
	ENSG00000248763	550	0	0	0	0
	ENSG00000286124	1049	0	0	0	0
SYNPO2	ENSG00000172403	19530	2326	2214	2890	2279
RAC1P5	ENSG00000213522	576	0	0	0	0
	ENSG00000286241	3870	0	0	1	0
PPIAP76	ENSG00000250484	529	0	0	0	0
VAMP9P	ENSG00000284516	967	0	0	3	1
MUC7	ENSG00000171195	2798	0	0	0	0
PRSS12	ENSG00000164099	5725	2118	993	2118	2815
	ENSG00000287845	1797	0	0	0	0
GLDCP1	ENSG00000248590	2678	6	26	12	8
NDST4	ENSG00000138653	3719	11	0	5	8
LINC01258	ENSG00000249534	2567	0	0	0	0
	ENSG00000270257	183	2	0	1	1
	ENSG00000223605	265	0	0	0	0
ACTR6P1	ENSG00000248915	1104	0	0	0	0
CUL4AP1	ENSG00000248139	1863	0	0	0	0
	ENSG00000248547	556	0	0	0	0
CIR1P2	ENSG00000250215	1342	0	0	1	0
H3P15	ENSG00000251005	399	0	0	0	0
	ENSG00000286136	1310	13	20	7	12
	ENSG00000286891	10838	0	0	0	1
	ENSG00000250277	775	0	0	0	0
	ENSG00000250183	819	0	0	0	0
TUBAP10	ENSG00000248506	1371	0	0	0	0
RHOH	ENSG00000168421	6608	0	0	0	1
LARP1B	ENSG00000138709	9480	616	1302	691	811
	ENSG00000271053	881	0	0	0	0
MCUB	ENSG00000005059	3555	81	103	88	116
	ENSG00000248639	800	0	0	0	0
LINC02379	ENSG00000251649	1909	0	0	0	0
	ENSG00000287924	1109	0	0	0	0
GAPDHP56	ENSG00000249018	988	0	0	0	0
TERF1P3	ENSG00000249311	1227	0	0	0	0
	ENSG00000288567	159	0	0	0	0
LINC02479	ENSG00000251326	969	0	0	0	0
OSTC	ENSG00000198856	1616	2805	4241	2565	2949
CWH43	ENSG00000109182	3110	0	0	0	0
	ENSG00000249942	732	0	0	0	0
RPL5P12	ENSG00000242697	851	56	95	46	54
HMGB3P15	ENSG00000250897	574	0	0	0	0
CDC42P4	ENSG00000249965	563	3	0	0	0
	ENSG00000260091	901	0	0	0	0
	ENSG00000248128	297	0	0	0	0
TECRP2	ENSG00000248565	928	0	0	0	0
	ENSG00000251185	469	0	0	0	0
NDST3	ENSG00000164100	6854	17	41	22	41
	ENSG00000287101	1994	0	0	0	0
	ENSG00000273716	78	0	0	0	1
SEC24D	ENSG00000150961	9920	4041	3870	4621	4617
RBM48P1	ENSG00000223620	1102	0	0	0	0
	ENSG00000287290	2842	0	0	0	0
LINC02485	ENSG00000248456	981	0	0	0	0
	ENSG00000249036	571	0	0	0	0
PLK4	ENSG00000142731	4479	2169	4252	1851	2425
MTRNR2L13	ENSG00000270394	1445	0	0	0	0
	ENSG00000248824	725	0	0	0	0
RPL7AP26	ENSG00000214988	813	0	1	2	0
PDE5A	ENSG00000138735	9586	2763	3778	2715	3007
HNRNPA3P13	ENSG00000250826	1122	1	0	0	0
PDHA2	ENSG00000163114	1372	0	0	0	0
	ENSG00000213480	913	0	0	0	0
MAD2L1	ENSG00000164109	5517	7945	10856	7106	8706
EIF3KP3	ENSG00000250442	639	0	0	0	0
	ENSG00000250546	4971	21	69	26	18
RPS7P7	ENSG00000240167	571	0	11	1	0
QRFPR	ENSG00000186867	2830	0	0	0	0
	ENSG00000249341	3095	0	0	0	0
	ENSG00000287383	2575	0	0	0	0
PPP3CA	ENSG00000138814	5213	3026	4357	3104	3750
	ENSG00000251498	706	0	0	0	0
CEP170P1	ENSG00000154608	4587	79	108	105	117
LINC02262	ENSG00000224932	2344	0	0	0	0
SEPTIN14P4	ENSG00000251155	186	41	29	15	20
NDNF-AS1	ENSG00000250344	621	0	0	3	5
	ENSG00000251228	249	0	0	0	0
LINC02516	ENSG00000261083	2610	0	0	0	0
DUTP8	ENSG00000214904	489	0	0	0	0
	ENSG00000286467	1460	0	0	0	0
	ENSG00000251492	394	0	0	0	0
LINC02502	ENSG00000250392	642	2	0	0	5
SAR1AP3	ENSG00000225665	592	0	0	0	0
LAMTOR3	ENSG00000109270	4164	1379	3700	1364	1551
GABRA4	ENSG00000109158	11305	0	0	0	0
	ENSG00000249795	481	0	0	0	0
	ENSG00000205682	2079	0	0	0	0
	ENSG00000287748	386	0	0	0	0
	ENSG00000251284	1178	0	0	0	0
SLC7A11	ENSG00000151012	9645	343	1092	4601	1055
	ENSG00000251236	733	0	0	0	0
	ENSG00000250338	553	0	0	0	0
	ENSG00000248369	464	0	0	0	0
MTCYBP44	ENSG00000248282	823	0	0	0	0
NDUFB4P12	ENSG00000124399	390	6	29	2	5
	ENSG00000248847	724	0	0	0	0
TMEM150C	ENSG00000249242	3497	157	290	207	228
	ENSG00000251523	489	0	0	4	1
	ENSG00000279749	504	0	0	0	0
PDGFRA	ENSG00000134853	9547	1281	1970	1298	1417
PGRMC2	ENSG00000164040	4626	2217	3614	2172	2786
SNCA-AS1	ENSG00000247775	2990	0	0	0	0
LINC02377	ENSG00000250102	3554	0	0	0	0
	ENSG00000261668	3843	0	4	4	3
OPRPN	ENSG00000171199	1048	0	0	0	0
	ENSG00000254044	770	0	0	0	0
	ENSG00000279481	2525	2	0	0	1
WDFY3-AS1	ENSG00000251260	644	0	0	0	0
TMEM248P1	ENSG00000249555	951	0	0	0	0
RASSF6	ENSG00000169435	6630	1	0	1	0
	ENSG00000249416	346	0	0	0	0
TSPAN5-DT	ENSG00000260641	5647	32	49	31	43
	ENSG00000280059	3427	0	0	0	0
PGBD4P4	ENSG00000248877	613	0	0	0	0
	ENSG00000249531	868	0	0	0	0
	ENSG00000249837	430	0	0	0	0
TPI1P4	ENSG00000225455	473	0	0	0	0
KRT18P54	ENSG00000250834	748	0	0	0	0
	ENSG00000232327	2539	0	0	0	0
CEP135	ENSG00000174799	8638	881	2093	741	996
	ENSG00000251454	422	0	0	0	0
	ENSG00000241651	599	0	0	0	0
H2AZ1-DT	ENSG00000245322	4865	14	16	15	16
	ENSG00000250213	188	0	0	0	0
EMCN	ENSG00000164035	5172	0	0	0	0
	ENSG00000227304	1493	0	0	4	0
	ENSG00000249970	192	0	0	0	0
	ENSG00000250655	822	0	0	0	0
	ENSG00000248491	2649	0	0	0	0
LINC00498	ENSG00000248397	455	0	0	0	0
	ENSG00000241411	631	0	3	1	0
SLC10A4	ENSG00000145248	2551	576	513	575	755
SLC7A11-AS1	ENSG00000250033	6161	1	0	31	10
	ENSG00000249735	545	0	0	0	0
	ENSG00000287416	3071	0	0	0	0
	ENSG00000272777	870	28	35	16	19
	ENSG00000287021	3928	0	0	0	1
GABRG1	ENSG00000163285	6758	0	2	4	1
	ENSG00000214980	1486	0	0	0	0
PABPC4L	ENSG00000254535	4985	0	0	0	0
	ENSG00000250144	1387	1	1	0	0
	ENSG00000214559	397	3	0	0	1
LINC02480	ENSG00000251040	612	0	0	0	0
	ENSG00000249741	540	0	0	2	0
SLC10A6	ENSG00000145283	1623	0	0	0	0
GYPE	ENSG00000197465	2007	0	0	0	0
BIN2P1	ENSG00000234568	1530	0	0	0	0
	ENSG00000248749	702	0	0	0	0
	ENSG00000251049	735	0	0	0	0
INTU	ENSG00000164066	16041	702	783	667	742
	ENSG00000251286	1042	1	0	3	2
	ENSG00000250193	575	0	0	0	0
	ENSG00000248924	502	0	0	0	0
	ENSG00000250075	3252	1	0	0	1
CRYZP2	ENSG00000250293	1049	0	0	0	0
	ENSG00000248795	1238	1	12	0	4
	ENSG00000249727	976	0	0	0	0
	ENSG00000249072	177	0	0	0	0
	ENSG00000261166	1444	0	0	0	0
SMARCAD1-DT	ENSG00000246541	1042	0	0	1	0
LINC01256	ENSG00000251398	706	0	0	0	0
	ENSG00000251199	8651	0	1	0	0
RPL17P19	ENSG00000241261	552	0	0	0	1
	ENSG00000248335	402	0	0	0	0
ADH1A	ENSG00000187758	2231	0	0	0	0
AARS1P1	ENSG00000249038	453	0	0	0	0
	ENSG00000273077	303	0	11	0	0
OR5M14P	ENSG00000249081	618	0	0	0	0
	ENSG00000250791	596	0	0	0	0
	ENSG00000251691	705	0	0	0	0
	ENSG00000248571	2371	0	0	0	0
	ENSG00000250698	657	2	0	3	0
	ENSG00000273156	1899	52	231	47	54
C4ORF33	ENSG00000151470	7015	194	387	238	197
COX5BP1	ENSG00000248448	393	0	0	0	0
	ENSG00000286761	1689	0	0	0	0
	ENSG00000279016	606	0	0	0	0
	ENSG00000249522	322	0	0	0	0
UMLILO	ENSG00000228277	575	0	0	0	0
	ENSG00000250100	576	0	0	0	0
ALB	ENSG00000163631	3431	4	0	4	5
	ENSG00000248209	324	0	0	0	0
LINC02466	ENSG00000246876	4048	0	0	0	0
	ENSG00000249207	4411	8	38	10	3
DDIT4L	ENSG00000145358	2994	0	0	0	0
	ENSG00000226655	477	0	0	0	0
LRBA	ENSG00000198589	16757	3886	4147	4643	4772
	ENSG00000251687	794	1	5	2	1
SCLT1	ENSG00000151466	8980	915	1877	875	1121
	ENSG00000250540	371	0	0	0	0
	ENSG00000250828	489	0	0	0	0
	ENSG00000249091	405	0	0	0	0
	ENSG00000248802	597	0	0	0	0
CDKL2	ENSG00000138769	5290	26	66	40	31
IGBP1P4	ENSG00000250325	879	0	0	0	0
ARHGAP24	ENSG00000138639	7870	20	44	32	27
FAM13A	ENSG00000138640	13215	1657	2133	1639	1780
DAPP1	ENSG00000070190	4590	2	0	1	1
	ENSG00000226439	402	0	0	0	0
	ENSG00000249463	347	0	0	0	0
SLC25A31	ENSG00000151475	1812	0	0	0	1
RPS3AP19	ENSG00000244004	780	0	0	0	0
	ENSG00000249262	745	0	0	0	0
TMPRSS11E	ENSG00000087128	2124	0	0	0	0
	ENSG00000242431	505	0	0	0	1
PCDH10	ENSG00000138650	10182	88	62	72	83
TMEM154	ENSG00000170006	11438	0	0	0	0
	ENSG00000249012	486	0	0	0	0
	ENSG00000250375	305	0	0	0	0
TMPRSS11F	ENSG00000198092	2077	0	0	0	0
THAP9-AS1	ENSG00000251022	4397	2197	4843	1821	2222
	ENSG00000287841	3691	0	0	0	0
NSUN7	ENSG00000179299	5899	5	27	23	13
	ENSG00000261129	3102	0	0	0	0
GYPB	ENSG00000250361	1907	0	0	0	0
MAPRE1P2	ENSG00000250076	799	0	3	1	0
	ENSG00000287542	4967	0	0	0	0
RNF150	ENSG00000170153	11012	2034	2580	2120	2408
	ENSG00000287565	2155	0	0	0	0
LINC02267	ENSG00000248510	2423	0	0	0	0
	ENSG00000279913	559	0	0	0	0
UGT2B26P	ENSG00000250919	1613	0	0	0	0
POLR2MP1	ENSG00000227725	1104	5	3	4	10
	ENSG00000248434	1121	0	0	0	0
	ENSG00000249764	168	0	0	0	0
	ENSG00000249000	489	0	0	0	0
LINC02429	ENSG00000251266	1096	0	0	0	0
ZNF330	ENSG00000109445	2536	1633	2434	1494	1870
LINC00499	ENSG00000251372	20131	0	0	0	0
	ENSG00000250532	558	0	0	0	0
LINC01085	ENSG00000248698	2587	0	0	0	0
	ENSG00000250403	741	2	0	0	0
SLC26A1	ENSG00000145217	4293	153	6	150	181
	ENSG00000272995	565	6	18	1	8
SPATA18	ENSG00000163071	4975	92	161	86	100
HERC3	ENSG00000138641	6969	2	30	5	3
	ENSG00000272632	454	0	0	0	0
LINC02510	ENSG00000250341	1576	0	0	0	0
GATB	ENSG00000059691	11741	838	499	833	984
	ENSG00000286888	1336	0	0	0	0
N4BP2	ENSG00000078177	9811	1907	3626	2005	2049
GTF2F2P1	ENSG00000251254	675	1	0	2	2
	ENSG00000250977	563	0	0	0	0
RPS23P2	ENSG00000213448	415	0	0	0	0
FREM3	ENSG00000183090	6869	8	0	12	1
PES1P1	ENSG00000248191	1736	0	0	0	0
	ENSG00000273472	1394	31	33	53	49
HPGDS	ENSG00000163106	2111	0	0	0	0
	ENSG00000270302	410	0	0	0	0
SERF1AP1	ENSG00000250813	187	0	0	0	0
LINC00616	ENSG00000248307	6177	0	0	0	0
	ENSG00000250945	648	0	0	0	0
	ENSG00000251600	15900	0	0	1	0
	ENSG00000249960	362	0	0	0	0
	ENSG00000249184	2372	0	0	0	0
	ENSG00000248715	209	0	0	0	0
STPG2-AS1	ENSG00000251620	4110	0	0	0	0
	ENSG00000253917	682	0	0	1	0
R3HDM2P1	ENSG00000248735	1960	0	0	0	0
	ENSG00000280056	385	0	0	0	0
	ENSG00000275647	329	0	0	0	0
CDRT15P11	ENSG00000251345	993	0	0	0	0
PRDM8-AS1	ENSG00000248719	1793	28	8	38	55
ANKRD20A17P	ENSG00000251056	1330	23	102	37	32
HHIP	ENSG00000164161	11939	114	229	317	153
	ENSG00000287117	1495	0	0	0	0
RBM46	ENSG00000151962	4027	0	0	0	0
ELL2P2	ENSG00000251051	694	0	0	0	0
NR3C2	ENSG00000151623	6607	12	2	27	26
	ENSG00000251388	619	0	0	0	0
RPS3A	ENSG00000145425	2280	25972	37268	28897	29453
	ENSG00000251567	1358	0	0	0	0
	ENSG00000250771	3277	0	0	0	0
	ENSG00000287968	852	0	0	0	0
NMU	ENSG00000109255	975	57	95	72	58
TMEM144	ENSG00000164124	9248	0	0	0	0
LINC01095	ENSG00000248809	3540	0	0	0	0
	ENSG00000260244	2615	0	0	0	0
COX7A2P2	ENSG00000236764	250	0	0	0	0
CCNG2	ENSG00000138764	7416	938	1789	1521	1307
	ENSG00000248165	590	0	0	0	0
	ENSG00000249752	481	0	0	0	0
MTCYBP17	ENSG00000249247	789	0	0	0	0
KRT18P51	ENSG00000250504	746	0	0	0	0
	ENSG00000249686	236	0	0	0	0
	ENSG00000250038	1847	0	0	0	0
	ENSG00000286580	1133	0	0	0	0
LINC02266	ENSG00000272727	1724	0	0	0	0
	ENSG00000250191	286	0	0	0	0
	ENSG00000287210	326	0	0	0	0
LINC02511	ENSG00000248869	3389	0	0	0	0
RNF175	ENSG00000145428	4144	0	0	0	0
PRMT9	ENSG00000164169	3952	442	574	411	505
	ENSG00000251455	2565	8	25	4	2
AIDAP2	ENSG00000251429	3616	1	0	1	1
	ENSG00000251511	993	0	0	0	0
	ENSG00000250723	7115	0	0	0	0
	ENSG00000249708	406	0	0	0	0
NPY2R-AS1	ENSG00000250538	1681	0	0	0	0
	ENSG00000249847	646	0	0	0	0
RTN3P1	ENSG00000251333	711	2	22	6	7
	ENSG00000249041	525	0	0	0	0
SYT14P1	ENSG00000215127	1448	0	0	0	0
	ENSG00000249200	462	0	0	0	0
	ENSG00000272576	610	8	17	2	3
NAP1L5	ENSG00000177432	1917	592	1229	723	793
DDIT4L-AS1	ENSG00000249710	526	0	0	0	0
	ENSG00000280352	535	0	0	0	0
	ENSG00000280140	571	0	0	0	0
EEF1GP8	ENSG00000234125	1154	0	0	0	1
YWHAEP4	ENSG00000250205	198	0	0	0	0
	ENSG00000245213	7661	8	19	7	16
	ENSG00000250905	510	0	0	0	0
RPL21P50	ENSG00000228489	477	0	0	0	0
	ENSG00000271977	530	0	0	0	0
	ENSG00000287072	1604	0	0	0	0
FGG	ENSG00000171557	3600	0	0	0	0
ANKRD50	ENSG00000151458	8798	1999	3049	1797	2124
ZEB2P1	ENSG00000249506	1938	0	0	0	0
PSME2P3	ENSG00000248988	717	0	0	0	0
	ENSG00000250503	434	0	0	0	0
	ENSG00000251113	1815	0	0	0	0
	ENSG00000271606	141	0	0	0	0
LINC02276	ENSG00000250141	138	0	0	0	0
HADHAP1	ENSG00000251596	2284	17	0	9	19
CBR4	ENSG00000145439	5110	1013	1857	1068	1072
LINC02272	ENSG00000251283	607	0	0	0	0
	ENSG00000287555	5198	4	0	0	1
STMN1P2	ENSG00000251440	439	0	0	0	0
	ENSG00000288003	708	0	0	0	0
BTF3P13	ENSG00000227118	490	1	0	0	0
	ENSG00000285783	1902	0	0	0	1
	ENSG00000248387	652	0	0	0	0
USP38-DT	ENSG00000250326	1686	8	5	12	17
	ENSG00000248113	1268	0	3	0	0
HSPA4L	ENSG00000164070	11439	1295	2154	1373	1581
JADE1	ENSG00000077684	9052	2551	3173	2649	2873
MTND2P41	ENSG00000283131	773	0	0	0	0
	ENSG00000248977	168	0	0	0	0
	ENSG00000250027	777	5	79	24	12
PTPN13	ENSG00000163629	9496	2227	3804	3037	2734
	ENSG00000250082	501	0	0	0	0
	ENSG00000248187	1623	0	0	0	0
	ENSG00000287552	2968	0	14	0	0
MTATP6P9	ENSG00000248420	680	0	0	0	0
LINC02358	ENSG00000251256	465	0	0	0	0
	ENSG00000278981	1619	0	0	0	0
LINC02562	ENSG00000260265	1033	0	0	0	0
GLRA3	ENSG00000145451	9526	0	0	0	0
	ENSG00000248747	1037	0	0	0	0
JADRR	ENSG00000280711	1721	0	0	0	0
	ENSG00000282855	308	3	0	4	1
	ENSG00000250908	441	0	0	0	0
LINC02462	ENSG00000251291	1594	1	0	0	0
	ENSG00000278943	1049	0	11	0	3
	ENSG00000250777	1641	0	0	0	0
	ENSG00000251401	128	0	0	0	0
LNCPRESS2	ENSG00000249152	616	0	0	0	0
RPL9P16	ENSG00000214676	567	0	0	0	0
RPS3AP18	ENSG00000243417	777	0	0	0	0
	ENSG00000248511	592	0	0	0	0
	ENSG00000250769	770	3	0	1	10
TIGD4	ENSG00000169989	2438	39	56	39	21
RPL3P13	ENSG00000258013	216	0	0	0	0
TARS2P1	ENSG00000248104	2041	0	0	0	0
FBXO8	ENSG00000164117	2213	407	640	451	539
	ENSG00000286251	903	0	0	0	0
	ENSG00000241281	378	0	0	0	0
	ENSG00000249675	934	0	0	0	0
	ENSG00000248480	1050	0	0	0	0
GLRB	ENSG00000109738	3391	251	443	322	354
SNHG27	ENSG00000251676	4127	0	0	0	0
TMEM175	ENSG00000127419	3623	400	123	414	413
	ENSG00000250406	3105	0	0	0	0
	ENSG00000270883	463	0	0	0	0
RPSAP36	ENSG00000243175	1261	1	0	1	0
LINC02174	ENSG00000249297	2104	0	0	0	0
LINC02431	ENSG00000248872	3670	0	0	0	0
ZSWIM5P3	ENSG00000248958	2743	0	0	0	0
