gene_symbol	Ensembl_ID	length	R20230019_08_EKRN230075585-1A_22HFFNLT3_L4	R20230019_13_EKRN230075590-1A_22HFFNLT3_L4	R20230019_01_EKRN230075578-1A_22HFFNLT3_L3	R20230019_09_EKRN230075586-1A_22HFFNLT3_L4	R20230019_02_EKRN230075579-1A_222JL7LT4_L2	R20230019_03_EKRN230075580-1A_22HFFNLT3_L3	R20230019_16_EKRN230075593-1A_222JL7LT4_L2	R20230019_04_EKRN230075581-1A_222T7MLT4_L1	R20230019_07_EKRN230075584-1A_22HFFNLT3_L4	R20230019_11_EKRN230075588-1A_22HFFNLT3_L4	R20230019_10_EKRN230075587-1A_22HFFNLT3_L4	R20230019_05_EKRN230075582-1A_22HFFNLT3_L3	R20230019_14_EKRN230075591-1A_22HFFNLT3_L4	R20230019_15_EKRN230075592-1A_222JL7LT4_L2	R20230019_06_EKRN230075583-1A_22HFFNLT3_L4	R20230019_12_EKRN230075589-1A_22HFFNLT3_L4
KIF3A	ENSG00000131437	6860	502	1344	510	1114	526	362	545	188	1171	902	913	1118	490	528	1594	781
CNOT8	ENSG00000155508	3929	2073	1923	1463	2384	1647	1169	2431	717	1834	1848	2104	1658	1971	2075	2431	1908
CDC42SE2	ENSG00000158985	6024	3392	5024	2917	6694	3676	2128	4745	1224	3831	5179	5897	4116	3803	3862	5543	4924
SPINK1	ENSG00000164266	1361	0	10	0	0	0	0	0	0	0	0	0	1	0	0	5	4
MAPK9	ENSG00000050748	8955	1509	1319	1376	2679	1657	1038	1788	483	1310	1964	2343	1168	1690	1678	1553	1972
PROP1	ENSG00000175325	1464	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLTB	ENSG00000175416	1963	1862	3313	2277	2529	2454	1620	1527	1830	3104	2278	2237	2509	1591	1698	3990	2660
TBC1D9B	ENSG00000197226	11511	3899	5332	1874	5580	2195	1395	3661	762	4857	4549	5406	3968	3830	3714	8332	5054
TMEM267	ENSG00000151881	3158	2589	2433	1786	605	1845	1253	2258	690	1566	564	653	1937	2287	2106	2737	414
SERF1A	ENSG00000172058	3021	4	16	3	0	0	3	6	2	23	0	0	9	1	7	27	0
PCDH1	ENSG00000156453	5924	0	1016	0	2173	0	0	0	2	671	1570	1429	641	2	2	1882	1598
FYB1	ENSG00000082074	8823	0	1	0	0	3	0	0	0	14	0	3	0	0	0	32	0
MOCS2	ENSG00000164172	6009	805	976	650	1716	739	507	895	287	918	1056	1467	673	731	837	1178	1426
	ENSG00000253067	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000227616	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000235775	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224015	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2-AS1	ENSG00000237714	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000224431	3556	0	1	0	4	0	0	0	0	0	1	0	1	1	2	10	13
MIR6830	ENSG00000283678	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM4	ENSG00000131435	3167	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SLC22A4	ENSG00000197208	2721	4	188	0	16	11	0	7	2	140	23	14	166	0	7	122	11
MIR3936	ENSG00000263597	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000206682	105	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
C5ORF22	ENSG00000082213	4146	2627	1024	2196	2373	2341	1567	3321	824	861	1577	1967	724	2637	2864	1239	1867
	ENSG00000279923	1303	25	6	11	11	2	3	7	2	0	4	1	5	3	3	12	3
RNU6-363P	ENSG00000199765	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4HA2	ENSG00000072682	10128	109	201	35	309	49	19	121	8	243	200	203	170	105	98	253	247
POU4F3	ENSG00000091010	2575	3	0	10	0	10	3	0	3	5	0	0	2	0	0	6	2
	ENSG00000271724	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000248842	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000277568	156	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0
	ENSG00000250407	691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP196	ENSG00000280646	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL791P	ENSG00000241291	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DROSHA	ENSG00000113360	7782	3992	1896	2172	3401	2537	1369	4752	762	2058	2207	2892	1657	3974	4460	1916	2487
RNU6-456P	ENSG00000207222	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01843	ENSG00000251169	1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL541P	ENSG00000240250	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000280420	484	6	22	0	0	0	0	5	0	8	5	0	17	2	0	10	0
PPP2R2B	ENSG00000156475	13610	0	5	0	46	0	0	0	0	0	41	53	0	0	0	14	54
KRT8P48	ENSG00000248568	1220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R2B-IT1	ENSG00000249553	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286468	2387	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
STK32A-AS1	ENSG00000250343	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000285868	4266	5	0	0	7	0	0	1	0	0	3	3	0	2	3	0	1
FNDC9	ENSG00000172568	2243	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
NIPAL4-DT	ENSG00000251405	1992	3	0	0	0	0	0	0	0	0	2	0	0	1	3	0	1
	ENSG00000248544	2078	27	5	2	16	1	0	16	0	13	13	30	2	49	10	20	9
	ENSG00000253155	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL4	ENSG00000172548	4019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000253519	1845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000247372	527	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0
HMGCR	ENSG00000113161	10125	2855	2600	3908	8006	4709	2776	3906	1507	2976	4855	6073	2236	2833	3672	3029	5489
	ENSG00000242198	347	25	0	12	11	5	0	11	7	14	7	5	8	16	1	26	11
COL23A1	ENSG00000050767	4359	26	0	1	6	4	0	9	5	6	0	1	12	11	21	17	0
	ENSG00000271681	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000253698	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL646P	ENSG00000242341	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000245688	1458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP70	ENSG00000252464	271	36	1	2	3	0	2	23	3	6	1	0	4	27	11	20	0
RUFY1	ENSG00000176783	5901	847	696	537	2093	689	395	785	304	1000	1536	1798	579	727	790	1067	1775
PRDX2P3	ENSG00000249140	586	0	0	2	1	0	2	5	1	2	4	0	0	0	0	0	0
RUFY1-AS1	ENSG00000244945	1966	24	30	8	39	0	1	6	4	50	19	16	14	20	15	37	17
HNRNPH1	ENSG00000169045	9480	21733	19513	17656	26259	17288	10922	16679	7482	20337	17186	21101	15928	19466	18632	21533	18859
METAZOA_SRP	ENSG00000273549	260	3	0	0	3	0	0	0	0	0	2	0	1	0	1	0	0
C5ORF60	ENSG00000204661	3284	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000228259	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
	ENSG00000250999	1525	4	33	0	12	0	0	4	0	14	8	3	14	17	7	38	12
CBY3	ENSG00000204659	868	10	9	0	0	0	0	17	0	16	0	0	9	10	2	18	0
HMGB3P22	ENSG00000225051	825	5	4	0	0	0	1	1	0	0	5	0	4	4	6	3	0
CANX	ENSG00000127022	13764	39949	66072	44257	76034	40583	32096	48417	18008	62371	50162	59817	55247	42974	37989	64857	49549
RNA5SP181	ENSG00000222178	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000242292	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000274441	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000250155	3898	288	96	36	125	40	15	255	10	54	124	146	77	249	260	142	116
	ENSG00000272103	2237	12	2	28	20	18	7	6	2	3	10	3	1	6	3	1	2
NIPBL-DT	ENSG00000285967	6939	2310	640	1707	246	1711	1172	2120	724	679	172	270	525	2349	1995	785	211
KRT18P31	ENSG00000249850	1292	1	0	6	0	4	7	4	5	3	3	0	9	5	0	0	5
NENFP3	ENSG00000248462	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000243744	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000251423	3912	0	9	0	0	0	2	0	3	3	0	0	2	0	0	0	0
ARSI	ENSG00000183876	3221	0	0	23	217	14	8	0	4	9	214	209	1	1	8	0	222
TCOF1	ENSG00000070814	11439	5301	5096	2096	8486	2484	1360	5640	751	6277	5660	7013	4271	5307	5215	4843	7479
	ENSG00000286331	504	1	15	0	7	3	0	3	0	4	9	6	5	3	0	4	0
RPS14	ENSG00000164587	5082	22559	27496	17291	24305	13609	11302	18424	20413	23220	21538	24260	20066	19200	20266	32012	22349
SLC1A3	ENSG00000079215	21227	4	0	8	16	12	0	4	2	7	5	7	0	4	2	0	23
CDC23	ENSG00000094880	4616	1927	1641	1114	2505	1317	754	2308	442	1371	1708	2106	1332	1968	2118	1700	1917
GFRA3	ENSG00000146013	1988	1	5	36	9	28	26	0	10	10	0	3	6	1	4	12	0
RPS27AP18	ENSG00000249851	459	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
CDC25C	ENSG00000158402	3329	674	399	485	733	749	384	657	235	460	502	671	397	560	527	519	490
FAM53C	ENSG00000120709	7051	2921	3616	3018	4451	2709	2286	3443	1214	3535	3349	3710	3311	3335	3050	3812	3582
	ENSG00000249971	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KDM3B	ENSG00000120733	7872	3931	4351	3345	5297	3122	2242	4468	1204	3796	3842	4681	3414	4134	3882	5220	4034
	ENSG00000271196	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGR1	ENSG00000120738	3137	630	1176	25	414	38	23	618	9	909	570	658	877	537	670	1187	386
RPL7P19	ENSG00000241458	618	1	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0
CPLANE1	ENSG00000197603	21307	76	1	319	938	585	262	95	155	1	541	768	0	87	119	8	525
	ENSG00000285914	2752	0	0	0	6	0	0	0	0	0	4	6	0	0	0	1	7
	ENSG00000253110	705	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM23	ENSG00000185662	1696	0	0	0	9	0	4	0	2	11	8	2	1	0	0	13	4
FBXW11	ENSG00000072803	5577	2073	2835	1688	3658	1810	1249	2760	550	2248	2739	3085	2168	2154	2382	3321	2701
IRF1-AS1	ENSG00000197536	9728	168	780	194	665	181	148	156	122	560	572	571	524	193	150	1321	593
LINC02863	ENSG00000238160	999	1	224	4	17	0	3	3	0	166	14	15	154	13	3	237	3
Y_RNA	ENSG00000202533	111	5	15	4	14	1	5	3	6	21	16	19	18	5	5	57	12
IL5	ENSG00000113525	1586	0	0	7	0	0	2	0	2	4	0	2	2	0	0	4	0
LINC01861	ENSG00000251183	537	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000261382	1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM114A2	ENSG00000055147	6523	1479	1480	1421	1428	1308	970	1707	570	1140	1086	1081	1197	1584	1549	1851	929
MFAP3	ENSG00000037749	10159	1361	2126	1570	2376	1778	1218	1754	565	1969	1631	1862	1690	1382	1508	2461	1765
IRF1	ENSG00000125347	12265	823	2972	754	3162	739	505	814	341	1824	2527	2793	2071	871	687	4086	2725
	ENSG00000248493	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35A4	ENSG00000176087	4030	5614	6269	2687	5736	2757	1793	5912	1022	5513	4791	5247	4596	5745	5725	9069	5039
	ENSG00000283602	2089	1	0	1	0	3	1	5	0	0	2	5	0	8	7	9	0
RNA5SP199	ENSG00000200275	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286690	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000253370	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000254163	460	0	3	0	0	0	0	0	0	8	0	0	7	0	0	12	0
RNU6-556P	ENSG00000199468	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2B	ENSG00000231989	2234	2	4	19	6	12	7	6	1	2	7	8	5	0	0	2	15
SGCD	ENSG00000170624	10584	0	29	0	0	0	0	0	0	23	0	0	26	3	0	60	0
DIMT1	ENSG00000086189	10981	787	1254	515	1714	654	489	879	377	1320	1204	1478	1017	795	739	1270	1254
RPL7P22	ENSG00000226544	733	0	0	2	0	1	0	1	0	1	0	0	1	0	2	2	0
H2BL1P	ENSG00000223497	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000206770	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNPO1-DT	ENSG00000249085	493	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
MIR4804	ENSG00000263593	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35AP13	ENSG00000242602	318	0	0	4	1	1	0	2	5	0	2	0	0	0	0	0	0
	ENSG00000271926	640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCHO2-DT	ENSG00000272081	494	0	0	0	0	2	2	4	4	0	0	0	0	0	0	0	0
	ENSG00000251467	723	0	1	0	0	0	0	4	0	2	0	0	0	0	6	0	0
CHP1P1	ENSG00000248930	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNA5	ENSG00000184349	5735	906	4	9	44	14	9	715	7	1	45	28	4	716	745	2	36
	ENSG00000249959	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000248827	2157	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0
RN7SL782P	ENSG00000239708	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP122	ENSG00000251732	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000249577	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000271766	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPKP1	ENSG00000250859	1379	15	1	1	3	6	2	0	0	3	1	0	0	9	15	0	1
PRRC1	ENSG00000164244	9029	3517	3027	4569	5680	4985	3409	4288	1564	2910	3844	4838	2157	3979	3682	3706	3885
	ENSG00000282925	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000248799	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CUL1P1	ENSG00000251032	2425	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000250603	388	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
GRXCR2	ENSG00000204928	2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CDK7	ENSG00000134058	2416	758	1473	884	675	855	659	726	352	1375	534	717	1227	687	639	1931	604
CCDC125	ENSG00000183323	7980	822	1235	425	869	454	310	727	190	850	526	720	798	681	751	1465	636
CFL1P5	ENSG00000213830	502	19	16	1	14	0	1	14	0	10	2	9	14	11	6	21	16
CHCHD2P2	ENSG00000215006	321	11	9	2	0	1	1	2	2	3	7	5	3	4	3	4	6
NDUFB9P1	ENSG00000271045	510	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AK6	ENSG00000085231	2140	722	809	1073	1041	1283	770	728	359	965	673	905	811	739	748	776	658
RAD17	ENSG00000152942	4159	1758	2587	2691	3218	2786	1918	2128	921	1818	2278	2908	1815	1692	1643	2765	2241
MARVELD2	ENSG00000152939	5366	18	271	8	161	11	3	30	5	177	147	165	262	32	6	369	108
RPS27P14	ENSG00000244717	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000249295	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL616P	ENSG00000266477	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-724P	ENSG00000212260	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2C	ENSG00000183474	7980	365	572	458	696	458	324	560	241	567	406	518	483	447	513	584	426
OCLN	ENSG00000197822	11259	3	279	3	226	0	3	0	0	207	138	197	177	0	0	254	117
SLC27A6	ENSG00000113396	3133	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
	ENSG00000248634	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000288697	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ISOC1	ENSG00000066583	1942	964	815	390	1585	455	249	1119	167	704	1252	1415	616	825	1006	717	1451
MIR4633	ENSG00000264563	79	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0
	ENSG00000286274	3895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC11B	ENSG00000206077	7690	65	457	3	598	4	4	39	2	582	475	465	419	53	34	637	414
MARCHF11-DT	ENSG00000250448	2066	0	0	0	0	0	0	0	0	1	0	0	2	0	0	10	0
NACAP6	ENSG00000248403	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02150	ENSG00000248150	2120	0	0	3	3	0	0	0	1	0	2	4	0	0	0	0	1
	ENSG00000249737	458	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ZNF622	ENSG00000173545	1707	1725	1122	2761	1644	2256	1847	1625	1407	744	1225	1342	866	1550	1573	1382	1410
	ENSG00000250415	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201370	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD6-AHRR	ENSG00000288622	5874	3	1	11	1	10	4	12	0	0	0	0	0	12	4	7	0
ENC1	ENSG00000171617	8282	233	726	326	865	569	153	405	95	820	440	692	666	336	282	619	600
SMIM3	ENSG00000256235	1638	1015	1	0	15	1	0	1131	0	3	4	11	5	1029	1032	6	17
MAN2A1	ENSG00000112893	11254	6395	8812	7448	26558	8040	5168	8008	2440	9857	18001	21971	7631	6694	7290	8473	17458
STC2	ENSG00000113739	5062	6211	8237	167	3	231	139	5033	65	5783	18	22	6561	5781	4497	8471	4
OR2V2	ENSG00000182613	4777	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ANXA2R	ENSG00000177721	2234	331	425	412	118	224	258	246	174	383	91	105	331	304	210	501	110
APBB3	ENSG00000113108	3609	1811	1584	499	499	354	324	1058	251	1190	444	627	1130	1670	1488	2435	502
TAS2R1	ENSG00000169777	3373	0	0	3	0	3	2	0	2	0	0	0	0	0	0	0	0
DOK3	ENSG00000146094	5181	6933	286	2280	786	2750	1648	5315	868	249	670	788	241	6697	6326	522	755
	ENSG00000249541	1099	16	17	7	0	6	7	1	2	13	0	0	11	4	12	14	0
	ENSG00000251374	103	1	0	0	1	0	0	0	0	4	0	0	5	1	0	6	1
RPS23	ENSG00000186468	4061	5918	9805	8384	7844	8381	5989	5769	6688	7446	5632	6007	6589	5104	5219	10870	6729
DCP2	ENSG00000172795	11371	5856	3950	2029	4382	2376	1499	6004	736	3103	2747	3437	3043	5594	5824	4741	3225
ZNF608	ENSG00000168916	6934	2	0	0	167	2	4	2	0	1	193	167	1	1	0	0	122
	ENSG00000249112	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000251456	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000242814	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP40	ENSG00000248626	1006	5	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Y_RNA	ENSG00000199398	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC1	ENSG00000113312	9846	1822	2750	1592	3330	1474	1118	1877	966	2093	2242	2942	2187	1761	1784	3601	2640
	ENSG00000223908	306	0	0	0	1	0	0	0	0	1	1	0	1	2	0	1	0
PWWP2A	ENSG00000170234	6537	780	906	1046	1910	1029	627	904	348	827	1343	1765	768	821	650	1028	1402
FABP6-AS1	ENSG00000247699	2890	0	0	7	0	2	0	0	0	0	1	0	0	0	0	2	0
ADAMTS19	ENSG00000145808	5392	0	0	0	99	0	0	4	0	0	51	67	2	4	5	0	50
PLK2	ENSG00000145632	4647	0	0	49	1696	86	48	0	22	0	995	1556	0	1	1	0	1626
	ENSG00000271257	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR548AE2	ENSG00000265699	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02108	ENSG00000250127	1184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00492	ENSG00000250958	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00491	ENSG00000250682	2805	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000247402	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000286338	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3KP1	ENSG00000175749	656	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
GIN1	ENSG00000145723	4169	316	406	202	335	203	127	358	57	368	228	252	379	249	289	469	262
OR2V1	ENSG00000185372	2785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7-175P	ENSG00000251724	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SUMO2P5	ENSG00000251663	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CERT1	ENSG00000113163	14492	1845	2331	2255	1977	2535	1662	2408	795	2165	1380	1626	1892	1815	1829	2730	1302
POLK	ENSG00000122008	9105	1072	1288	1151	1273	1170	829	1423	388	1073	809	1008	1166	1164	1398	1705	768
	ENSG00000248881	754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000272040	1167	29	33	20	90	17	20	15	8	20	27	30	8	28	9	36	30
ANKDD1B	ENSG00000189045	3710	23	130	88	51	52	44	21	26	142	26	21	88	17	27	200	16
DNAH5	ENSG00000039139	24848	0	30	7	9	9	3	0	6	8	5	10	25	0	0	75	5
CAMK2A	ENSG00000070808	9481	4	0	14	13	11	7	1	2	2	4	2	4	0	1	1	7
ERCC8	ENSG00000049167	26458	513	698	517	816	538	378	569	190	688	506	599	601	498	606	799	493
GUSBP17	ENSG00000235558	423	3	4	10	6	10	12	0	18	1	18	3	3	4	0	1	9
LINC02197	ENSG00000250387	3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000253985	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMCHL2	ENSG00000169040	2854	3	5	0	0	0	0	0	0	3	0	0	1	0	0	9	0
	ENSG00000249981	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000253536	556	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0
HMGN1P12	ENSG00000247911	195	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
CARTPT	ENSG00000164326	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000278824	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP190	ENSG00000202092	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000213663	476	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FABP5P6	ENSG00000249919	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM170A	ENSG00000164334	1378	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
TUBAP15	ENSG00000250895	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000234259	884	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B4	ENSG00000133835	24901	3450	4366	3026	4610	2945	1971	3534	1269	4672	3175	3907	3661	2980	3262	5463	3505
RETREG1	ENSG00000154153	15449	24	71	5	157	27	6	17	9	95	75	124	54	9	7	79	136
TNPO1	ENSG00000083312	13099	7915	10442	8116	9261	9610	5830	9749	2741	8490	5904	7104	7900	8315	9024	10990	6063
SRA1	ENSG00000213523	2821	1961	1702	1002	1317	869	613	1714	923	1179	1277	1383	1289	1685	1817	2282	1277
JADE2	ENSG00000043143	11091	2248	3549	573	2687	738	445	2418	211	3238	2038	2296	2734	2488	2238	4405	2659
WDR55	ENSG00000120314	7483	1831	1272	745	2181	828	479	1457	320	1547	1729	1954	1022	1879	1549	1694	1779
SMIM33	ENSG00000283288	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
HMHB1	ENSG00000158497	381	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0
CCDC192	ENSG00000230561	1772	3	17	5	3	0	1	3	3	12	2	0	11	6	0	22	0
IL31RA	ENSG00000164509	11428	25	74	2	0	0	0	29	1	45	0	0	48	27	40	37	0
OR2Y1	ENSG00000174339	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR151	ENSG00000173250	3047	10	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
TCERG1	ENSG00000113649	8714	5145	3453	3888	5688	4562	2573	5017	1360	4061	3591	4515	2674	4948	5015	3889	4090
	ENSG00000279446	2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	ENSG00000288095	1508	1	44	10	2	20	3	0	3	20	6	4	18	3	8	48	4
PCDHGA1	ENSG00000204956	6303	3	9	21	7	10	7	4	10	1	1	0	4	7	2	12	0
PCDHGA2	ENSG00000081853	6720	2	2	15	5	33	9	0	4	2	1	0	0	3	0	9	0
PCDHGA3	ENSG00000254245	4872	0	1	6	0	3	3	0	0	0	0	0	0	0	0	2	0
PCDHGB1	ENSG00000254221	4772	0	4	30	9	27	12	1	10	5	14	9	2	0	0	6	13
	ENSG00000280026	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA4	ENSG00000262576	4887	0	7	15	0	26	23	0	13	0	11	0	1	5	0	4	0
PCDHGB2	ENSG00000253910	4813	22	15	34	17	46	27	17	16	11	5	1	17	23	7	19	7
PCDHGA5	ENSG00000253485	5799	12	8	16	3	6	13	11	15	10	10	4	5	3	25	15	3
PCDHGB3	ENSG00000262209	4775	10	2	25	19	8	7	9	6	6	4	15	7	7	18	18	10
PCDHGA6	ENSG00000253731	7929	30	50	55	36	50	32	40	12	8	48	35	12	38	23	65	12
PCDHGA7	ENSG00000253537	5439	0	8	3	13	5	3	6	2	13	13	40	0	2	0	12	8
PCDHGB4	ENSG00000253953	6902	5	0	2	7	2	5	10	0	0	2	5	0	3	1	1	0
PCDHGA8	ENSG00000253767	8657	0	0	0	0	0	3	0	2	2	1	0	0	1	0	2	0
PCDHGA9	ENSG00000261934	4899	0	4	6	2	5	4	0	6	1	6	6	0	0	0	3	9
