gene_symbol	Ensembl_ID	length	R20240016_C2_EKRN240009374-1A_223MF3LT4_L7	R20240016_C1_EKRN240009373-1A_22375FLT4_L6	R20240016_J2_EKRN240009376-1A_22375FLT4_L6	R240016_J4_1_EKRN240015053-1A_223L3FLT4_L7	R240016_C4_1_EKRN240015051-1A_223L3FLT4_L2	R240016_J3_1_EKRN240015052-1A_223L3FLT4_L6	R20240016_J1_EKRN240009375-1A_22375FLT4_L6	R240016_C3_1_EKRN240015050-1A_223L3FLT4_L4
	ENSG00000227678	3359	0	0	0	1	0	0	2	2
	ENSG00000285917	762	0	0	0	0	0	0	0	0
	ENSG00000287683	2452	0	0	0	0	0	0	0	0
	ENSG00000274903	188	0	0	0	0	0	0	0	0
DYNLT1	ENSG00000146425	2953	1667	2155	2782	1590	1851	2656	2489	2250
	ENSG00000231863	4057	0	0	0	0	0	0	0	0
	ENSG00000217878	330	0	0	0	0	0	0	0	0
OPRM1	ENSG00000112038	21032	2391	1144	784	451	1483	937	669	2679
RPL26P20	ENSG00000219722	432	0	0	0	0	0	0	0	0
SSR1P1	ENSG00000220598	814	0	0	0	0	0	0	0	0
	ENSG00000288085	1292	0	0	0	0	0	0	0	0
	ENSG00000229720	934	0	0	0	0	0	0	0	0
CYP51A1P3	ENSG00000215223	1428	0	0	0	0	0	0	0	0
	ENSG00000236075	292	2	0	0	0	0	0	0	2
SNRPEP6	ENSG00000217824	277	0	0	0	0	0	0	0	0
LINC01624	ENSG00000227508	3611	0	0	0	0	0	0	0	0
	ENSG00000280451	1212	0	0	0	0	0	0	0	0
LAMA4	ENSG00000112769	11983	103	86	6	10	111	10	13	146
PTPRK-AS1	ENSG00000227945	752	0	0	0	0	0	0	0	0
LDHAL6FP	ENSG00000217783	1082	1	4	1	0	0	2	1	0
	ENSG00000286215	37415	2	0	6	6	2	5	3	2
RAET1M	ENSG00000216444	596	0	0	0	0	0	0	0	0
	ENSG00000229600	484	0	0	0	0	0	0	0	0
RAMACL	ENSG00000235272	1991	26	18	14	4	13	17	19	25
	ENSG00000229722	479	0	0	0	0	0	0	0	0
ZC3H12D	ENSG00000178199	6686	6	11	9	5	4	16	12	16
	ENSG00000218499	172	0	0	0	0	0	0	0	0
	ENSG00000255330	11464	2	11	28	19	4	30	4	33
FRK	ENSG00000111816	13363	71	50	65	67	72	93	102	111
	ENSG00000286299	2308	3	3	3	2	4	1	3	5
	ENSG00000219867	586	0	0	0	0	0	0	0	0
	ENSG00000287820	2641	0	0	0	0	0	0	0	0
	ENSG00000279810	670	0	0	0	0	0	0	0	0
VIP	ENSG00000146469	1585	30	43	9	4	39	6	2	43
	ENSG00000230205	426	0	0	0	0	0	0	0	0
EEF1DP5	ENSG00000213130	772	0	0	2	0	0	0	1	0
MTND3P20	ENSG00000220733	186	0	0	0	0	0	0	0	0
OSTM1	ENSG00000081087	5325	1025	1279	1884	1219	1095	2200	1567	1571
	ENSG00000288162	1713	0	1	0	0	0	0	0	0
GABRR2	ENSG00000111886	4974	23	15	20	8	35	26	15	29
	ENSG00000262651	143	0	0	0	0	0	0	0	0
HMGB1P13	ENSG00000220557	642	0	0	0	0	0	0	0	0
RPSAP40	ENSG00000231368	891	0	0	0	0	0	0	0	0
COX6A1P3	ENSG00000216710	293	0	0	0	0	0	0	0	0
PANDAR	ENSG00000281450	1506	0	0	0	0	0	0	0	0
DLL1	ENSG00000198719	3819	25	36	31	13	36	53	18	37
	ENSG00000231143	265	0	0	0	0	0	0	0	0
KLHL32	ENSG00000186231	4124	27	26	48	41	43	64	51	56
REV3L-IT1	ENSG00000229276	382	1	0	1	0	0	0	1	0
	ENSG00000276413	211	0	0	0	0	0	0	0	0
	ENSG00000286553	1410	1	1	0	0	0	0	0	0
	ENSG00000217648	1138	42	43	29	15	47	34	37	67
	ENSG00000235815	557	0	0	0	0	0	0	0	0
MICAL1	ENSG00000135596	6841	2677	2773	4659	2553	2924	5059	4218	4200
	ENSG00000218631	616	6	12	20	15	3	16	22	7
MAP3K4	ENSG00000085511	7522	1253	1150	1381	799	1165	1414	1208	1730
BCKDHB	ENSG00000083123	4071	780	788	1443	1014	884	1603	1358	1101
	ENSG00000275419	189	0	0	0	0	0	0	0	0
TAB2-AS1	ENSG00000225924	1364	0	0	0	0	0	0	0	0
	ENSG00000219622	862	0	0	0	0	0	0	0	0
SAMD3	ENSG00000164483	6900	0	0	0	0	0	0	0	0
	ENSG00000230234	467	0	0	0	0	0	0	0	0
QKI	ENSG00000112531	17364	4818	4229	4965	3030	4384	5072	4272	5985
	ENSG00000220370	226	0	0	0	0	0	0	0	0
	ENSG00000224029	639	0	0	0	0	0	0	0	0
UST-AS1	ENSG00000227660	714	0	0	0	0	0	0	0	0
ZUP1	ENSG00000153975	2656	566	570	775	490	584	789	612	796
	ENSG00000283453	3018	1	2	0	3	3	4	3	0
	ENSG00000286452	1175	0	0	0	0	0	0	0	0
H3P27	ENSG00000220730	340	0	0	0	0	0	0	0	0
LINC02519	ENSG00000226194	2685	0	0	5	0	3	0	1	1
	ENSG00000280665	234	0	0	0	0	0	0	0	0
IMPG1	ENSG00000112706	3802	18	2	18	14	14	27	13	25
	ENSG00000227723	370	0	0	0	0	0	0	0	0
	ENSG00000287473	319	0	0	0	0	0	0	0	0
RPL9P18	ENSG00000213309	535	0	1	0	0	1	0	0	0
MARCKSL1P2	ENSG00000215878	976	0	0	0	0	0	0	0	0
	ENSG00000272209	1143	5	3	2	7	5	4	5	9
LINC02529	ENSG00000234777	1405	0	0	0	0	0	0	0	0
	ENSG00000286438	2755	0	0	0	0	0	0	0	0
RPS24P12	ENSG00000220237	394	2	0	2	0	0	0	0	1
NIP7P3	ENSG00000218428	515	1	0	4	2	1	2	0	0
LINC00472	ENSG00000233237	19875	104	49	172	133	59	194	162	136
OSTM1-AS1	ENSG00000225174	3510	2	0	0	0	1	0	4	0
MTRF1L	ENSG00000112031	4297	536	493	590	391	596	630	484	727
	ENSG00000234519	775	0	0	0	0	0	0	0	0
COX5BP2	ENSG00000213111	334	0	0	0	0	0	0	0	0
	ENSG00000228692	602	0	0	0	0	0	0	0	0
TAAR4P	ENSG00000237449	1039	0	0	0	0	0	0	0	0
PNRC1	ENSG00000146278	2992	655	816	1498	782	613	1586	1660	918
	ENSG00000272129	1436	24	27	24	25	34	41	29	41
TXLNB	ENSG00000164440	4796	0	0	0	0	0	0	0	0
	ENSG00000220725	380	0	0	0	0	0	0	0	0
CT69	ENSG00000231971	3471	0	0	0	0	0	0	0	0
	ENSG00000227360	1077	0	0	0	0	0	0	0	0
GRM1	ENSG00000152822	7408	16	11	29	9	13	47	17	30
	ENSG00000288071	1625	7	2	6	1	2	12	7	8
MTND4LP20	ENSG00000220514	270	0	0	0	0	0	0	0	0
RSPO3	ENSG00000146374	4957	0	0	0	0	0	0	0	3
MTCO2P31	ENSG00000217160	684	0	0	0	0	0	0	0	0
SH3BGRL2	ENSG00000198478	4603	1057	994	1229	767	924	1353	995	1321
	ENSG00000231652	1973	0	0	0	0	0	0	0	0
MTRES1P1	ENSG00000220181	726	0	0	0	0	0	0	0	0
ARFGEF3	ENSG00000112379	14859	0	0	0	0	0	0	0	0
UST-AS2	ENSG00000236591	130	0	0	0	0	0	0	0	0
GAPDHP15	ENSG00000214563	975	2	6	0	0	2	2	2	7
FUCA2	ENSG00000001036	2822	569	670	573	331	578	567	541	855
LAP3P2	ENSG00000213500	1454	0	0	0	0	0	0	0	0
	ENSG00000219553	723	1	0	1	1	0	0	0	3
LINC01013	ENSG00000228495	6781	0	0	0	0	0	0	0	1
	ENSG00000220110	466	0	0	0	0	0	0	0	0
	ENSG00000287933	5637	0	0	0	0	0	0	0	0
CLNS1AP1	ENSG00000213335	682	0	0	0	0	0	0	0	0
	ENSG00000213076	580	0	0	0	0	0	0	0	0
	ENSG00000261003	5187	2	1	0	2	0	0	1	0
	ENSG00000272446	1894	0	0	0	0	0	0	0	0
	ENSG00000286482	3835	50	27	131	62	51	99	106	67
MLIP-IT1	ENSG00000236996	643	0	0	0	0	0	0	0	0
H3P28	ENSG00000220347	388	0	0	0	0	0	0	0	0
SLC17A5	ENSG00000119899	3441	453	390	526	293	412	597	403	593
	ENSG00000280148	1496	0	0	0	0	0	0	0	0
SLC22A3	ENSG00000146477	3234	0	0	0	0	0	0	0	0
	ENSG00000236326	421	0	0	0	0	0	0	0	0
FUNDC2P3	ENSG00000187103	533	0	0	0	0	0	0	0	0
RPS4XP8	ENSG00000219146	771	5	3	0	0	0	1	1	6
RPL17P25	ENSG00000219547	555	0	0	2	0	0	0	0	3
TAAR9	ENSG00000237110	1047	0	0	0	0	0	0	0	0
MTND4P13	ENSG00000216713	1023	0	0	0	0	0	0	0	0
	ENSG00000219487	664	5	2	4	5	3	6	2	8
WASF1	ENSG00000112290	3260	3369	3758	5213	3256	3647	5377	4380	4926
	ENSG00000223537	1582	0	1	0	0	0	3	0	0
	ENSG00000218418	5914	18	1	23	8	11	13	18	16
FBXO5	ENSG00000112029	3856	1417	1714	1517	986	1470	1497	1434	1805
PPIL4	ENSG00000131013	2889	798	762	1111	755	862	1145	824	1059
ERMARD	ENSG00000130023	4267	583	553	850	565	593	987	780	824
ZC2HC1B	ENSG00000118491	1072	0	0	0	0	0	0	0	0
GINM1	ENSG00000055211	2250	350	415	650	417	409	664	542	505
SAMD5	ENSG00000203727	6557	0	0	0	0	0	0	0	0
	ENSG00000237234	1509	2	0	0	0	1	0	0	1
	ENSG00000287260	1161	6	14	4	1	9	7	7	12
	ENSG00000237927	2002	2	0	1	0	0	1	2	0
ARG1	ENSG00000118520	2219	2	7	12	3	2	2	0	4
	ENSG00000266896	1630	32	24	47	32	44	45	41	54
PSMB1	ENSG00000008018	2219	3554	4500	4750	2661	3604	4625	4011	4617
SLC2A12	ENSG00000146411	5572	46	29	64	34	45	59	39	77
	ENSG00000220694	554	3	8	1	6	4	7	1	12
	ENSG00000231316	339	0	0	0	0	0	0	0	0
	ENSG00000287297	1195	0	0	0	0	0	0	0	0
	ENSG00000287656	2346	0	0	0	0	0	0	0	0
TAAR7P	ENSG00000235998	242	0	0	0	0	0	0	0	0
SERINC1	ENSG00000111897	3125	3921	4091	5598	3583	3846	6201	4954	5386
	ENSG00000227220	495	0	0	0	0	0	0	0	0
ULBP1	ENSG00000111981	3211	4	2	2	2	2	2	2	5
	ENSG00000216811	564	0	0	0	0	0	0	0	0
SOBP	ENSG00000112320	7895	341	291	638	348	320	663	469	508
	ENSG00000286498	1278	0	0	0	0	0	0	0	0
	ENSG00000281021	744	8	2	12	11	11	20	8	13
RBM11P1	ENSG00000271488	799	0	0	0	0	0	0	0	0
OR4F7P	ENSG00000217874	931	0	0	0	0	0	0	0	0
	ENSG00000270890	628	37	15	39	27	22	34	20	47
AGPAT4	ENSG00000026652	14253	754	652	1109	650	714	1087	814	1066
	ENSG00000285564	7002	5	1	3	3	4	1	4	14
	ENSG00000228361	470	0	0	0	0	0	0	0	0
	ENSG00000243831	260	0	0	0	0	0	0	0	0
	ENSG00000272848	4107	30	26	79	47	42	96	81	51
WDR27	ENSG00000184465	12610	2103	1353	3380	1926	1894	3921	2839	3032
LPAL2	ENSG00000213071	4749	2	0	3	4	1	4	0	0
	ENSG00000219666	277	0	0	0	0	0	0	0	0
	ENSG00000205625	1153	0	0	0	0	0	0	0	0
PHACTR2-AS1	ENSG00000235740	2115	0	0	2	0	2	0	1	0
B3GALNT2P1	ENSG00000218725	1295	0	0	0	0	0	0	0	0
	ENSG00000236166	746	0	0	0	0	0	0	0	0
SLC22A2	ENSG00000112499	5983	0	0	0	0	0	0	0	0
	ENSG00000286805	1298	1	0	0	0	0	0	1	0
ATP5PBP6	ENSG00000219806	767	0	0	0	1	0	0	0	0
	ENSG00000226739	466	0	0	0	0	0	0	0	0
WBP1LP8	ENSG00000273640	327	0	0	0	0	0	0	0	0
	ENSG00000287558	4488	0	0	0	0	0	0	0	0
	ENSG00000238055	326	3	5	5	2	1	1	0	6
RPL10P10	ENSG00000216347	664	0	0	0	0	0	0	0	0
	ENSG00000233823	258	0	0	0	0	0	0	0	0
AK4P5	ENSG00000217377	634	0	0	0	0	0	0	0	0
ZDHHC14	ENSG00000175048	11132	409	422	691	342	410	713	631	555
GJE1	ENSG00000203733	916	0	0	0	0	0	0	0	0
	ENSG00000288520	2700	0	0	0	0	0	0	0	0
	ENSG00000275339	255	4	0	8	4	3	5	7	4
	ENSG00000224477	327	0	0	0	0	0	0	0	0
	ENSG00000234647	2624	0	0	0	2	0	0	0	0
C6ORF58	ENSG00000184530	1533	11	13	15	11	12	10	11	19
	ENSG00000287092	1470	0	0	0	0	0	0	0	1
HMGB1P17	ENSG00000217482	628	0	0	0	0	0	0	0	0
	ENSG00000225752	455	0	0	0	0	0	0	0	0
	ENSG00000287550	3929	0	0	0	0	0	0	0	0
	ENSG00000271234	500	5	4	2	1	0	3	6	2
KRT8P44	ENSG00000227913	1350	0	0	0	0	0	0	0	0
	ENSG00000205695	1586	0	0	0	0	0	0	0	0
CCNG1P1	ENSG00000218991	885	0	0	0	0	0	0	0	0
	ENSG00000242246	201	0	0	0	0	0	0	0	0
PDE7B	ENSG00000171408	5941	504	562	108	60	423	119	124	743
C6ORF120	ENSG00000185127	2667	1046	1176	1503	866	1076	1580	1269	1552
SRSF12	ENSG00000154548	4538	732	690	852	572	728	946	712	920
CACYBPP3	ENSG00000219188	625	0	1	0	1	0	0	0	0
	ENSG00000226571	4851	0	0	0	0	0	0	0	0
TULP4	ENSG00000130338	12285	1848	1406	2355	1466	1499	2537	2191	2475
	ENSG00000237593	559	0	0	0	0	0	0	0	0
RPL23AP46	ENSG00000213122	490	0	0	0	0	0	0	0	0
	ENSG00000285553	1704	0	0	0	0	0	0	0	3
CTAGE13P	ENSG00000230711	2446	1	0	0	0	0	0	0	0
ERHP2	ENSG00000218143	299	0	0	0	0	0	0	0	0
	ENSG00000234986	806	0	0	0	0	0	0	0	0
	ENSG00000280155	1544	0	0	0	0	0	0	0	0
PHF10	ENSG00000130024	5982	4087	4107	6383	3985	4174	7138	5762	5820
	ENSG00000287407	659	0	0	0	0	0	0	0	2
AIG1	ENSG00000146416	8431	767	762	775	557	717	932	755	998
KATNA1	ENSG00000186625	2255	456	598	610	450	507	673	531	703
	ENSG00000278744	186	0	0	0	0	0	0	0	0
HMGN3	ENSG00000118418	1014	2126	2813	2597	1891	2266	2861	2186	2971
	ENSG00000224371	891	0	0	0	0	0	0	0	0
	ENSG00000279498	780	0	0	0	0	0	0	0	0
	ENSG00000226249	603	0	0	0	0	0	0	0	0
	ENSG00000270983	337	2	1	5	1	3	3	1	5
TUBE1	ENSG00000074935	7087	689	474	1185	758	613	1391	947	928
	ENSG00000279289	3978	2	0	4	2	1	7	5	0
PACRG-AS2	ENSG00000225437	1712	0	0	0	0	0	0	0	0
SSXP10	ENSG00000217330	565	0	0	0	0	0	0	0	0
	ENSG00000288009	1759	31	22	24	15	39	20	22	29
TAAR8	ENSG00000146385	1029	0	0	0	0	0	0	0	0
PACRG-AS3	ENSG00000225683	9803	0	0	0	0	0	0	0	0
	ENSG00000286339	906	0	0	0	0	0	0	0	0
LTV1	ENSG00000135521	1853	837	1119	794	539	928	878	701	1245
	ENSG00000236378	777	0	0	0	0	0	0	0	0
RPSAP45	ENSG00000219773	874	0	1	0	0	0	1	0	0
	ENSG00000260645	2123	47	33	105	68	39	87	59	53
FNDC1	ENSG00000164694	6850	2	1	0	0	0	0	0	0
	ENSG00000227681	1267	0	0	0	0	0	0	0	0
	ENSG00000287974	1328	0	0	0	0	0	0	0	0
AFG1L	ENSG00000135537	8353	229	208	151	93	212	205	133	293
DYNLT2	ENSG00000184786	2631	52	140	131	84	99	147	137	96
UBE3D	ENSG00000118420	6402	238	184	287	182	208	329	251	318
	ENSG00000216519	276	0	0	0	0	0	0	0	0
	ENSG00000233342	1287	0	0	0	0	0	0	0	0
	ENSG00000233330	340	2	2	6	1	6	7	3	4
	ENSG00000218565	1473	0	0	0	0	0	0	0	0
	ENSG00000257065	762	0	0	0	0	1	0	0	0
VNN2	ENSG00000112303	2595	0	0	0	0	0	0	0	0
	ENSG00000220913	489	0	0	0	0	0	0	0	0
	ENSG00000286533	957	0	0	0	0	0	0	0	0
PDCD2	ENSG00000071994	6476	3043	3569	3702	2269	3066	3916	3356	4171
	ENSG00000217557	291	0	0	0	0	0	0	0	0
NMBR-AS1	ENSG00000236822	222	0	0	0	0	0	0	0	0
RPL7P27	ENSG00000220069	720	0	0	0	0	0	0	0	0
	ENSG00000232640	403	0	0	0	0	0	0	0	0
DNAJA1P4	ENSG00000218089	1166	1	0	3	0	1	1	0	0
	ENSG00000261970	367	3	1	8	1	1	6	4	5
	ENSG00000227706	5438	0	0	0	0	0	0	0	0
	ENSG00000279453	2435	129	143	143	102	121	136	94	216
	ENSG00000237987	455	0	0	0	0	0	0	0	0
	ENSG00000232197	763	0	0	0	0	1	0	0	0
	ENSG00000285610	1424	0	0	0	0	0	0	0	0
MTATP6P31	ENSG00000218776	692	0	0	0	0	0	0	0	0
ILRUN	ENSG00000196821	4551	2540	2593	4007	2239	2315	3785	3539	3390
	ENSG00000286875	1460	0	1	0	0	0	0	0	0
BAG2	ENSG00000112208	6651	668	670	536	366	640	544	508	920
KRT18P65	ENSG00000215807	1286	0	0	0	0	0	0	0	0
	ENSG00000231046	433	1	0	0	0	0	0	0	0
	ENSG00000226541	310	0	0	0	0	0	0	0	0
	ENSG00000213121	1212	0	0	0	0	1	0	0	0
	ENSG00000287690	2096	0	3	1	1	0	0	1	3
L3MBTL3	ENSG00000198945	5111	147	133	159	99	154	152	125	226
	ENSG00000225532	439	0	0	0	0	0	0	0	0
	ENSG00000233682	822	0	0	0	0	0	0	0	0
	ENSG00000272137	471	5	2	8	5	0	5	4	2
	ENSG00000216809	2524	3	0	1	8	2	8	9	11
FEM1AP3	ENSG00000217770	1741	0	0	0	0	0	0	0	0
LINC02527	ENSG00000227012	1142	0	0	1	0	0	0	0	0
OLIG3	ENSG00000177468	2196	0	0	0	0	0	0	0	0
GLO1	ENSG00000124767	2356	5559	5969	6915	4710	5628	7191	6052	7688
	ENSG00000224478	2545	0	0	0	0	0	0	1	0
HNRNPDP2	ENSG00000217811	478	0	0	0	0	0	0	0	0
	ENSG00000273997	294	2	0	0	0	0	0	0	1
	ENSG00000287411	1771	0	0	0	0	0	0	0	1
RAB23	ENSG00000112210	4919	348	303	515	317	343	530	391	405
HLA-W	ENSG00000235290	771	3	0	9	0	1	5	4	7
RAB1AP2	ENSG00000217272	572	0	0	0	0	0	0	0	0
	ENSG00000273100	980	1	0	0	0	0	0	0	0
	ENSG00000226032	567	0	0	0	0	0	0	0	0
LATS1	ENSG00000131023	8492	2252	1631	2670	1775	1971	2932	2131	2920
	ENSG00000229495	2632	0	0	0	0	0	0	0	0
RPL7P25	ENSG00000216636	721	1	0	0	0	0	0	0	0
YAP1P1	ENSG00000220494	1393	5	8	1	0	2	2	0	4
	ENSG00000234484	581	0	0	0	0	0	0	0	0
RPSAP72	ENSG00000219361	358	1	2	4	1	0	16	5	6
TFGP1	ENSG00000217227	1207	0	0	0	0	0	0	0	0
	ENSG00000234768	449	0	0	0	0	0	0	0	0
RGS17	ENSG00000091844	7932	668	562	825	503	647	929	693	1018
	ENSG00000227766	993	1	0	1	0	0	0	1	0
	ENSG00000230202	474	318	153	194	129	249	239	119	285
DACT2	ENSG00000164488	4246	1	0	0	0	0	0	0	0
SLC35F1	ENSG00000196376	5117	0	0	12	14	1	21	10	3
	ENSG00000218426	447	486	383	424	281	391	498	437	495
DDX39BP1	ENSG00000233677	192	0	0	0	2	2	1	1	2
	ENSG00000285492	12865	2	0	8	6	4	10	8	4
	ENSG00000260418	374	19	29	10	8	18	9	8	39
	ENSG00000230423	3416	0	1	0	0	0	2	0	0
	ENSG00000287056	2187	0	0	0	0	0	0	0	0
CITED2	ENSG00000164442	2563	12	7	7	3	13	3	5	11
	ENSG00000237312	1023	0	0	0	0	0	0	0	0
FYN	ENSG00000010810	7411	1431	1456	2111	1132	1415	2023	1775	1981
	ENSG00000243828	1041	0	0	0	0	0	0	0	0
ENPP3	ENSG00000154269	3885	2	4	0	0	7	1	2	9
RN7SL352P	ENSG00000243439	277	0	0	0	0	0	0	0	0
MIR6720	ENSG00000275859	98	0	0	0	0	0	0	0	0
RNA5SP202	ENSG00000201185	119	0	0	0	0	0	0	0	0
MIR3691	ENSG00000265083	90	0	0	0	0	0	0	0	0
RNU6ATAC21P	ENSG00000221583	126	0	0	0	0	0	0	0	0
RN7SL554P	ENSG00000240936	292	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201483	105	0	0	0	0	0	0	0	0
	ENSG00000207419	142	0	0	0	0	0	0	0	0
RNU6-793P	ENSG00000206960	104	0	0	0	0	0	0	0	0
METAZOA_SRP	ENSG00000277473	277	0	0	0	0	0	0	0	0
RNU1-64P	ENSG00000202313	163	0	0	0	0	0	0	0	0
RNU6-522P	ENSG00000201367	107	0	0	0	0	0	0	0	0
MIR5689	ENSG00000263705	78	0	0	0	0	0	0	0	0
MIR4639	ENSG00000263712	69	1	0	1	0	1	0	0	1
	ENSG00000276019	240	0	0	0	0	0	0	0	0
RNU6-645P	ENSG00000201519	106	0	0	0	0	0	0	0	0
MIR548A1	ENSG00000207775	97	0	0	0	0	0	0	0	0
RNU7-133P	ENSG00000238987	62	0	0	0	0	0	0	0	0
RN7SL332P	ENSG00000242989	254	0	0	0	0	0	0	0	0
RN7SKP293	ENSG00000223321	296	0	0	0	0	0	0	0	0
RNA5SP204	ENSG00000201415	118	0	0	0	0	0	0	0	0
	ENSG00000251830	102	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000207286	102	0	0	0	0	0	0	0	0
RNU6-263P	ENSG00000200681	107	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201683	102	0	0	0	0	0	0	0	0
5S_RRNA	ENSG00000277411	106	2	0	0	1	1	1	1	0
RNU6-987P	ENSG00000207490	104	0	0	0	0	0	0	0	0
RNU6-1114P	ENSG00000251831	107	0	0	0	0	0	0	0	0
RN7SL128P	ENSG00000240869	305	2	1	2	0	3	2	3	0
Y_RNA	ENSG00000199715	102	0	0	0	0	0	0	1	0
RNU6-141P	ENSG00000222431	105	0	0	2	0	0	0	2	0
RNU6-1060P	ENSG00000207394	107	0	0	0	0	0	0	0	0
RN7SL471P	ENSG00000263426	299	0	0	0	0	0	0	0	0
RN7SKP240	ENSG00000222515	375	1	1	2	3	1	2	1	4
RNU2-45P	ENSG00000251877	187	0	0	0	0	0	0	0	0
RNA5SP205	ENSG00000201523	136	0	0	0	0	0	0	0	0
RN7SL334P	ENSG00000244618	279	0	0	0	0	1	0	0	0
RNU6-801P	ENSG00000200957	105	0	0	0	0	0	0	0	0
RNU6-150P	ENSG00000252046	95	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000201442	99	0	0	0	0	0	0	0	0
RNU6-930P	ENSG00000212240	100	3	3	10	1	1	3	8	1
MIR7159	ENSG00000276824	66	0	0	0	0	0	0	0	0
MIR6835	ENSG00000276404	64	3	1	0	4	1	0	2	4
MIR3934	ENSG00000266509	107	0	0	0	0	0	0	0	0
MIR3925	ENSG00000263894	77	0	0	0	0	0	0	0	0
RN7SL502P	ENSG00000240733	290	2	0	0	0	0	0	0	1
RN7SL200P	ENSG00000265123	288	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000251864	107	0	0	0	0	0	0	0	0
RNU1-88P	ENSG00000238554	128	0	0	0	2	1	0	1	0
RN7SL26P	ENSG00000242014	307	0	0	0	0	0	0	0	0
RN7SL273P	ENSG00000239953	299	0	0	0	0	0	0	0	0
MIR1275	ENSG00000221697	80	0	0	0	0	0	0	0	0
RN7SL285P	ENSG00000243313	264	1	0	0	0	1	0	0	0
RNA5SP207	ENSG00000212176	107	0	0	0	0	0	0	0	0
METAZOA_SRP	ENSG00000276746	251	0	0	0	0	0	0	0	0
RNVU1-33	ENSG00000200597	170	0	1	0	0	0	0	0	0
RNU6-643P	ENSG00000206745	107	0	0	0	0	0	0	0	0
RNU1-54P	ENSG00000252990	120	0	0	0	0	0	0	0	0
RN7SL748P	ENSG00000239964	311	0	1	1	0	0	0	0	1
MIR6780B	ENSG00000276770	79	0	0	2	1	0	6	2	1
RN7SL811P	ENSG00000265439	298	0	0	0	0	0	0	0	0
RNU6-754P	ENSG00000212468	107	0	0	0	0	0	0	0	0
RN7SL465P	ENSG00000244297	301	0	0	0	0	0	0	0	0
MIR4647	ENSG00000284427	80	0	0	0	0	0	0	0	0
	ENSG00000212586	98	0	0	0	0	0	0	0	0
	ENSG00000200706	72	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199938	106	0	0	0	0	0	0	0	0
RNU6-250P	ENSG00000252767	103	0	0	0	0	0	0	0	0
MIR4642	ENSG00000266619	82	0	0	0	0	0	2	0	0
Y_RNA	ENSG00000206717	98	0	0	0	0	0	0	0	0
RNU6-1113P	ENSG00000207076	107	0	0	0	0	0	0	0	0
MIR206	ENSG00000207604	86	0	0	0	0	0	0	0	0
MIR586	ENSG00000207769	97	0	0	0	0	0	0	0	0
MIR133B	ENSG00000199080	119	0	0	0	0	0	0	0	0
	ENSG00000212532	76	0	0	0	0	0	0	0	0
MIR5685	ENSG00000264056	79	1	0	1	5	0	2	0	3
RNU7-65P	ENSG00000252457	62	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199762	104	0	0	0	0	0	0	0	0
RNU1-136P	ENSG00000206908	164	1	0	0	0	0	0	0	0
RN7SL580P	ENSG00000240641	287	0	0	0	0	0	0	0	0
RNA5SP208	ENSG00000251965	78	0	0	0	0	0	0	0	0
	ENSG00000212229	73	0	0	0	0	0	0	0	0
U3	ENSG00000221345	213	0	0	0	0	0	0	0	0
RNU6-1023P	ENSG00000251946	106	0	0	0	0	0	0	0	0
RNU7-66P	ENSG00000238949	62	0	0	0	0	0	0	0	0
RNU6-261P	ENSG00000238697	102	0	0	0	0	0	0	0	0
MIR548U	ENSG00000212017	81	0	0	0	0	0	0	0	0
MIR30A	ENSG00000207827	71	0	0	0	0	0	0	0	0
MIR30C2	ENSG00000199094	72	0	0	0	0	0	0	0	0
RNU6-84P	ENSG00000272445	102	0	0	0	0	0	0	0	0
SNORA70	ENSG00000206886	133	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000206672	109	0	0	0	0	0	0	0	0
RNU6-155P	ENSG00000252156	100	0	0	0	0	0	0	0	0
RNU6-1338P	ENSG00000252137	91	0	0	0	0	0	0	0	0
RNA5SP209	ENSG00000223169	97	0	0	0	0	0	0	0	0
RNU6-280P	ENSG00000201015	104	0	0	0	0	0	0	0	0
RNU6-130P	ENSG00000223044	103	4	2	3	6	0	9	4	4
RN7SKP256	ENSG00000253010	314	0	0	0	0	0	0	0	0
RNA5SP210	ENSG00000212336	120	0	0	0	0	0	0	0	0
RNU2-61P	ENSG00000223001	191	0	0	0	0	0	0	0	0
RNU6-411P	ENSG00000207180	107	0	1	0	1	0	0	0	0
	ENSG00000252249	124	0	0	0	0	0	0	0	0
RNU6-248P	ENSG00000222652	107	0	0	0	0	0	0	0	0
RN7SL643P	ENSG00000243124	291	0	0	0	0	0	0	0	0
RN7SL415P	ENSG00000240961	289	0	0	0	0	0	0	0	0
MIR4643	ENSG00000263734	78	0	0	0	0	0	0	0	0
MIR548AI	ENSG00000265226	88	0	0	0	0	0	0	0	0
	ENSG00000202283	134	0	0	0	0	0	0	0	0
RN7SKP209	ENSG00000252697	304	0	0	0	0	0	0	0	0
RN7SL509P	ENSG00000263479	297	0	0	0	0	0	0	0	0
Y_RNA	ENSG00000199303	111	0	0	0	0	0	0	0	0
RNU4-66P	ENSG00000202069	138	0	0	0	0	0	0	0	0
